zipconvert2,zipconvert3,zipconvert4,zipconvert5,homeowner,num_child,income,female,wealth,home_value,med_fam_inc,avg_fam_inc,pct_lt15k,num_prom,lifetime_gifts,largest_gift,last_gift,months_since_donate,time_lag,avg_gift,target
No,No,Yes,No,Yes,1,2,Yes,1,423,217,264,36,85,196,14,8,34,6,8.52173913,No Donor
No,No,Yes,No,Yes,1,4,No,8,668,243,291,36,53,141,20,15,34,3,15.66666667,Donor
Yes,No,No,No,Yes,1,2,No,2,317,228,238,29,38,65,12,12,29,1,8.125,No Donor
No,No,No,Yes,Yes,1,3,No,8,913,299,403,27,35,83,15,15,31,1,11.85714286,Donor
No,No,Yes,No,Yes,1,3,Yes,8,315,259,312,21,27,49,15,12,31,6,12.25,No Donor
No,No,No,Yes,Yes,1,4,Yes,3,1467,360,456,20,83,350,25,25,29,2,15.2173913,Donor
No,No,Yes,No,Yes,1,7,No,8,394,260,297,23,27,29,10,6,31,4,5.8,Donor
Yes,No,No,No,Yes,3,4,No,8,345,220,269,29,27,40,10,10,29,5,10,Donor
No,Yes,No,No,Yes,1,6,No,8,855,425,472,9,78,543,50,10,36,8,15.51428571,No Donor
Yes,No,No,No,Yes,1,7,No,8,807,463,476,1,16,20,20,20,36,5,20,No Donor
No,No,No,Yes,Yes,1,4,Yes,4,1109,372,427,5,52,66,15,15,31,2,6.6,No Donor
No,No,Yes,No,Yes,1,4,No,8,1138,575,577,5,24,35,11,10,28,6,8.75,Donor
Yes,No,No,No,Yes,1,7,No,9,948,565,595,5,71,222,20,15,30,4,11.1,Donor
Yes,No,No,No,No,1,4,Yes,8,583,284,326,21,24,31,7,5,29,4,5.166666667,Donor
Yes,No,No,No,Yes,1,5,No,8,792,354,361,14,53,102,24,24,36,4,11.33333333,Donor
No,No,No,Yes,Yes,1,7,Yes,9,1790,601,630,5,77,150,10,10,29,4,6,Donor
No,No,Yes,No,Yes,1,4,No,4,1182,386,471,0,46,80,15,15,29,16,11.42857143,Donor
No,No,No,Yes,Yes,1,4,No,8,639,261,280,25,58,95,8,7,30,6,6.333333333,Donor
No,No,No,Yes,Yes,1,4,Yes,4,868,491,585,6,66,125,15,12,37,3,9.615384615,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,2411,394,437,13,57,122,10,7,17,3,6.1,No Donor
No,No,No,Yes,No,1,2,No,8,632,220,241,29,15,20,20,20,37,5,20,No Donor
No,No,No,Yes,Yes,1,5,Yes,7,2557,520,516,9,77,346,35,25,31,12,19.22222222,No Donor
Yes,No,No,No,Yes,1,5,Yes,9,1903,864,876,5,78,249,30,15,34,4,14.64705882,No Donor
Yes,No,No,No,No,1,2,No,1,539,269,307,24,44,80,16,12,31,12,10,No Donor
Yes,No,No,No,Yes,1,3,Yes,8,2173,505,568,8,53,220,30,15,28,5,20,Donor
Yes,No,No,No,No,1,3,No,0,500,221,325,20,81,192,7,5,29,5,4.923076923,Donor
No,No,No,Yes,Yes,1,3,No,6,1342,488,503,8,40,215,20,14,29,5,11.94444444,Donor
No,No,No,Yes,Yes,1,5,No,7,1300,454,447,3,68,147,12,10,29,1,9.1875,Donor
No,No,No,Yes,Yes,1,5,Yes,3,887,324,368,12,73,226,9,7,30,8,5.947368421,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,1212,216,261,17,21,70,50,50,32,5,35,Donor
No,No,Yes,No,No,1,4,No,8,508,239,292,28,29,29,6,5,29,4,4.833333333,Donor
No,No,No,Yes,Yes,1,4,No,8,841,304,354,21,41,40,7,5,32,15,5,No Donor
No,No,No,Yes,No,1,1,Yes,1,633,252,295,26,55,69,25,15,32,5,9.857142857,Donor
No,No,Yes,No,Yes,1,1,Yes,1,353,255,286,25,53,105,15,15,35,5,8.076923077,Donor
No,No,Yes,No,No,1,2,No,6,1274,460,509,5,57,85,15,15,31,13,14.16666667,No Donor
No,No,No,Yes,Yes,1,5,Yes,5,2241,428,470,15,95,150,20,20,22,12,13.63636364,Donor
No,No,Yes,No,Yes,1,4,Yes,6,277,147,160,51,84,435,17,11,30,9,9.0625,Donor
No,No,No,Yes,Yes,1,7,Yes,8,5089,744,809,3,36,68,16,14,32,4,13.6,No Donor
Yes,No,No,No,Yes,1,4,Yes,2,317,228,238,29,40,112,20,10,29,8,8,Donor
No,Yes,No,No,Yes,2,7,No,9,1142,474,542,5,50,142,40,40,29,8,23.66666667,Donor
No,No,No,Yes,Yes,1,4,Yes,4,1701,377,440,8,38,108,15,10,29,3,6.352941177,Donor
No,No,No,Yes,Yes,1,4,No,3,1719,319,381,19,37,81,17,10,31,13,11.57142857,No Donor
Yes,No,No,No,Yes,1,7,No,7,984,389,446,11,62,96,16,15,33,5,13.71428571,Donor
No,No,Yes,No,Yes,1,5,Yes,8,1219,544,540,4,47,82,27,15,36,5,13.66666667,No Donor
No,No,Yes,No,Yes,1,6,No,8,1195,619,639,3,19,30,7,7,31,2,6,Donor
No,No,No,Yes,Yes,1,4,Yes,8,2964,467,522,9,59,143,21,21,36,4,11,No Donor
Yes,No,No,No,Yes,1,4,Yes,8,1270,247,325,26,59,54,5,3,30,16,3.176470588,No Donor
Yes,No,No,No,Yes,2,7,Yes,4,583,284,326,21,50,94,15,15,30,12,7.833333333,Donor
Yes,No,No,No,Yes,1,6,Yes,2,756,279,318,23,114,241,16,15,17,19,9.269230769,Donor
No,No,No,Yes,Yes,1,6,Yes,8,2658,621,665,3,76,414,20,15,37,5,11.18918919,Donor
No,No,No,Yes,Yes,1,5,Yes,8,478,270,317,23,26,65,25,25,31,2,13,No Donor
No,No,Yes,No,Yes,1,5,Yes,3,511,297,330,22,43,161,31,28,31,2,17.88888889,Donor
No,Yes,No,No,No,1,3,No,3,348,282,323,19,80,196,13,10,28,2,9.333333333,No Donor
No,No,No,Yes,Yes,1,2,Yes,8,422,289,319,27,23,26,15,15,37,2,8.666666667,Donor
Yes,No,No,No,No,1,7,No,8,1628,695,774,2,15,20,20,20,37,5,20,Donor
No,No,Yes,No,Yes,1,6,Yes,8,2392,715,814,3,27,36,16,10,30,9,12,No Donor
No,Yes,No,No,Yes,1,4,No,9,1044,522,612,2,68,290,50,50,37,10,36.25,No Donor
No,No,No,Yes,Yes,1,4,No,3,2502,339,377,17,77,179,14,12,37,8,9.421052632,No Donor
No,Yes,No,No,Yes,1,4,Yes,8,569,401,419,5,19,20,15,15,37,5,10,No Donor
No,No,Yes,No,Yes,1,4,No,7,607,406,359,13,70,179,23,23,37,16,16.27272727,Donor
Yes,No,No,No,Yes,1,5,No,8,1259,346,449,21,40,45,15,15,36,9,9,No Donor
No,No,No,Yes,Yes,1,6,Yes,8,2821,668,767,0,25,35,10,10,28,3,7,No Donor
No,No,Yes,No,No,1,1,Yes,8,370,332,293,37,68,76,6,3,29,19,3.619047619,No Donor
Yes,No,No,No,Yes,1,4,Yes,9,4330,1500,1236,0,67,76,7,3,29,8,4.222222222,Donor
No,No,No,Yes,Yes,1,1,Yes,8,845,312,378,12,22,25,10,5,28,7,6.25,No Donor
No,No,No,Yes,Yes,1,4,No,8,852,401,438,8,22,33,10,7,28,3,6.6,Donor
No,No,No,Yes,Yes,1,4,No,4,1194,389,413,14,74,283,15,10,31,2,9.75862069,Donor
No,No,Yes,No,Yes,1,4,No,8,781,372,466,13,37,122,20,6,28,3,12.2,No Donor
No,No,No,Yes,Yes,1,4,No,6,1011,250,314,18,49,90,15,15,36,3,11.25,No Donor
No,No,Yes,No,Yes,1,4,No,8,1033,542,628,3,41,66,8,4,31,10,6,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,2017,358,359,15,23,40,20,20,36,6,20,Donor
No,No,No,Yes,Yes,1,2,No,8,1024,601,635,2,27,36,11,10,29,5,9,Donor
No,No,No,Yes,No,1,2,Yes,8,687,213,283,24,28,40,5,5,31,2,4.444444444,No Donor
No,No,Yes,No,Yes,1,2,Yes,4,501,321,366,16,84,352,20,20,30,2,8.8,No Donor
No,No,Yes,No,Yes,1,5,Yes,8,796,318,382,13,16,15,15,15,36,5,15,No Donor
No,No,Yes,No,Yes,1,4,Yes,8,367,207,232,24,16,15,15,15,37,5,15,Donor
Yes,No,No,No,No,1,3,No,6,1040,273,365,13,64,190,30,15,29,3,13.57142857,No Donor
No,No,Yes,No,Yes,1,1,Yes,8,404,313,302,28,24,28,5,3,29,2,3.5,No Donor
No,Yes,No,No,No,1,3,No,2,278,161,201,49,32,40,20,20,36,14,13.33333333,No Donor
No,No,No,Yes,Yes,1,7,No,6,3130,461,517,23,84,231,19,15,37,10,15.4,No Donor
Yes,No,No,No,No,1,1,Yes,8,431,220,264,33,24,51,16,15,32,8,12.75,No Donor
No,No,No,Yes,Yes,1,2,Yes,8,913,488,495,3,65,76,10,5,28,11,5.846153846,Donor
No,No,No,Yes,Yes,1,4,No,8,785,315,332,5,25,48,20,20,32,8,16,Donor
No,No,No,Yes,Yes,1,5,Yes,8,1831,244,334,19,24,45,15,15,35,6,15,Donor
No,No,Yes,No,Yes,1,4,Yes,8,1420,649,788,2,35,50,15,10,36,4,10,No Donor
No,No,No,Yes,Yes,1,2,No,4,639,308,313,6,53,107,12,12,31,5,8.916666667,Donor
No,No,Yes,No,Yes,2,2,No,8,469,298,334,21,29,50,20,20,37,4,12.5,No Donor
No,No,No,Yes,Yes,1,6,Yes,7,2160,508,519,2,70,119,20,15,32,2,10.81818182,Donor
No,No,Yes,No,Yes,1,4,Yes,5,531,357,404,5,35,58,15,10,31,7,9.666666667,Donor
No,No,No,Yes,No,1,4,No,6,933,423,505,9,64,110,10,10,30,5,8.461538462,No Donor
No,No,No,Yes,Yes,1,4,No,3,1766,333,416,12,74,183,26,26,32,4,14.07692308,Donor
Yes,No,No,No,Yes,1,7,Yes,7,1563,574,637,1,42,60,15,15,36,11,12,No Donor
Yes,No,No,No,Yes,1,3,Yes,0,350,195,227,41,59,86,11,11,29,6,7.818181818,Donor
No,No,Yes,No,Yes,1,2,Yes,7,668,277,283,40,41,54,11,3,28,11,7.714285714,No Donor
No,No,No,Yes,No,1,2,No,8,582,301,313,19,17,25,25,25,37,5,25,No Donor
No,Yes,No,No,No,1,6,Yes,2,853,462,509,7,115,487,25,20,34,2,13.16216216,No Donor
No,No,No,Yes,Yes,1,5,Yes,8,928,429,449,7,24,45,25,25,33,9,22.5,Donor
No,Yes,No,No,Yes,1,7,No,8,942,490,526,2,32,29,10,10,31,15,5.8,No Donor
No,Yes,No,No,Yes,1,2,No,6,732,372,429,6,43,181,20,18,29,8,11.3125,Donor
No,No,Yes,No,Yes,1,7,Yes,9,2013,879,938,0,70,206,20,20,31,14,13.73333333,No Donor
No,No,No,Yes,Yes,1,7,No,8,2171,606,654,9,46,149,25,16,29,0,11.46153846,Donor
Yes,No,No,No,No,1,1,Yes,0,1114,193,320,47,60,176,15,15,31,3,6.068965517,No Donor
No,No,Yes,No,Yes,1,4,Yes,8,707,537,572,1,58,117,7,6,32,3,5.086956522,No Donor
No,Yes,No,No,Yes,1,4,Yes,0,394,172,211,46,93,237,15,10,18,3,9.875,No Donor
No,No,No,Yes,Yes,1,5,Yes,8,1825,276,354,11,48,86,10,10,28,1,6.615384615,No Donor
No,No,Yes,No,Yes,2,3,No,8,336,213,256,36,34,47,6,4,28,3,4.272727273,No Donor
No,No,No,Yes,No,1,3,Yes,8,1194,360,400,12,32,30,10,8,32,5,5,Donor
No,No,No,Yes,No,1,2,No,8,705,305,312,16,17,25,15,15,30,6,12.5,Donor
Yes,No,No,No,Yes,1,2,Yes,2,657,236,251,22,68,101,10,10,31,8,7.214285714,Donor
No,No,No,Yes,Yes,1,4,Yes,2,1240,501,582,7,116,236,12,3,32,3,7.866666667,No Donor
No,No,Yes,No,Yes,1,7,No,8,982,639,703,4,62,144,16,16,33,9,12,No Donor
No,No,Yes,No,Yes,1,5,No,8,527,438,451,8,78,217,20,20,31,7,12.05555556,Donor
No,No,No,Yes,No,1,1,No,8,553,219,262,30,56,67,12,12,31,5,7.444444444,Donor
No,Yes,No,No,Yes,1,3,Yes,1,614,259,345,14,80,165,15,14,30,3,8.684210526,No Donor
No,No,No,Yes,Yes,1,6,No,4,1182,370,389,10,69,95,6,5,31,1,4.318181818,No Donor
Yes,No,No,No,No,1,7,Yes,9,1611,580,635,3,102,254,25,15,17,3,11.54545455,Donor
Yes,No,No,No,Yes,1,4,Yes,8,582,179,238,39,50,33,5,2,35,12,3.3,No Donor
Yes,No,No,No,Yes,3,5,Yes,8,687,393,459,9,29,36,7,3,17,4,5.142857143,Donor
No,No,Yes,No,Yes,1,5,No,8,1015,385,416,6,32,55,10,10,30,4,7.857142857,Donor
Yes,No,No,No,Yes,1,3,No,1,413,279,304,24,38,48,6,4,29,3,4.8,No Donor
No,Yes,No,No,No,1,3,Yes,8,691,405,379,15,43,54,8,7,29,17,6,Donor
No,Yes,No,No,No,1,6,Yes,8,971,481,538,6,25,52,16,16,32,2,13,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,426,245,272,32,24,59,22,22,30,1,11.8,No Donor
No,Yes,No,No,Yes,1,4,Yes,0,429,305,334,17,49,181,20,20,31,6,16.45454546,No Donor
No,No,Yes,No,Yes,1,4,Yes,8,763,412,480,3,24,26,16,16,37,8,13,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,1905,534,569,1,46,43,7,5,30,15,4.777777778,Donor
No,No,No,Yes,Yes,1,4,Yes,7,3991,605,630,2,53,64,10,10,30,9,4.571428571,Donor
Yes,No,No,No,No,1,5,Yes,9,1173,420,504,10,58,67,5,5,31,7,3.941176471,No Donor
No,No,No,Yes,Yes,1,1,Yes,0,1243,148,223,50,66,85,5,3,26,12,3.035714286,Donor
No,Yes,No,No,No,1,1,No,8,1219,563,649,0,20,22,10,10,31,3,7.333333333,Donor
No,No,No,Yes,No,1,1,Yes,6,2343,472,498,8,75,125.5,12,10,29,9,7.84375,Donor
No,Yes,No,No,Yes,1,4,No,8,773,512,519,3,29,33,7,7,31,1,5.5,No Donor
No,No,Yes,No,Yes,1,5,Yes,8,681,365,389,7,72,195,11,10,29,9,7.222222222,No Donor
No,No,Yes,No,No,1,1,No,4,1134,348,361,13,41,70,25,25,19,14,17.5,No Donor
Yes,No,No,No,Yes,1,6,Yes,8,3848,399,523,15,30,120,35,25,32,6,24,Donor
Yes,No,No,No,Yes,1,1,Yes,5,788,339,353,14,38,76,10,10,29,1,8.444444444,No Donor
No,Yes,No,No,Yes,1,1,Yes,1,351,162,200,45,69,109,15,12,31,9,9.909090909,No Donor
No,No,Yes,No,No,1,3,Yes,2,402,269,310,26,74,129,20,20,27,3,10.75,No Donor
No,No,No,Yes,Yes,1,5,Yes,8,1611,318,351,7,31,29,10,5,28,12,5.8,Donor
No,No,No,Yes,Yes,1,7,Yes,9,5843,1500,1133,9,129,333,25,16,29,12,12.80769231,Donor
No,No,No,Yes,Yes,1,4,Yes,8,901,477,485,4,39,114,25,25,31,2,16.28571429,No Donor
No,No,No,Yes,No,1,3,No,8,793,283,342,19,98,223,25,15,28,8,14.86666667,Donor
Yes,No,No,No,Yes,1,4,No,0,1059,586,619,7,40,77,10,10,29,1,7.7,No Donor
No,No,Yes,No,Yes,1,2,Yes,4,860,381,456,12,73,190,8,6,32,6,5.9375,Donor
No,No,Yes,No,No,3,4,Yes,8,343,281,324,17,21,25,20,20,36,6,12.5,No Donor
No,No,Yes,No,Yes,1,3,Yes,8,277,194,228,33,31,45,25,5,19,5,15,Donor
No,No,No,Yes,Yes,1,4,Yes,8,2111,330,394,12,51,44,5,3,28,1,4,Donor
No,No,No,Yes,Yes,1,5,Yes,3,1318,289,282,22,55,103,15,10,29,21,6.058823529,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,1422,393,395,12,23,50,20,20,37,5,16.66666667,No Donor
No,Yes,No,No,Yes,1,2,Yes,5,413,303,291,13,52,136,11,11,31,3,8,No Donor
Yes,No,No,No,Yes,1,4,Yes,8,487,200,302,36,73,132,10,6,31,11,6.6,Donor
No,No,No,Yes,Yes,1,6,No,7,2544,541,604,7,69,131,20,20,33,2,11.90909091,No Donor
Yes,No,No,No,Yes,1,5,Yes,9,2290,465,562,9,107,470,35,35,21,2,22.38095238,Donor
Yes,No,No,No,Yes,1,5,Yes,8,500,229,279,29,35,49,15,13,30,14,9.8,No Donor
Yes,No,No,No,Yes,1,3,No,8,723,377,419,11,53,78,11,10,28,2,7.8,No Donor
No,Yes,No,No,Yes,1,4,Yes,0,1194,408,525,16,68,110,20,20,36,23,13.75,No Donor
Yes,No,No,No,Yes,1,4,No,7,750,412,443,9,66,168,25,15,28,7,12.92307692,Donor
No,No,Yes,No,Yes,2,5,Yes,1,336,195,241,38,59,94,15,10,35,17,9.4,No Donor
Yes,No,No,No,Yes,1,5,Yes,8,628,257,300,17,56,121,11,5,18,5,8.642857143,Donor
Yes,No,No,No,Yes,1,5,No,8,728,429,457,4,29,75,15,10,31,2,10.71428571,Donor
No,No,No,Yes,Yes,1,4,No,6,1129,417,438,5,69,241,25,25,30,3,15.0625,Donor
No,No,No,Yes,Yes,1,3,No,5,1852,407,461,10,43,47,5,5,30,4,4.272727273,Donor
Yes,No,No,No,No,1,1,Yes,3,679,229,268,14,52,62,10,10,30,2,6.2,No Donor
Yes,No,No,No,Yes,1,4,Yes,8,732,291,335,19,25,22,10,10,33,6,5.5,Donor
No,No,No,Yes,Yes,1,4,Yes,8,2173,481,573,7,30,53,16,5,30,3,6.625,No Donor
No,No,No,Yes,No,1,1,Yes,8,1458,504,581,2,24,35,11,5,31,1,7,No Donor
No,No,No,Yes,Yes,1,5,No,9,3299,311,343,21,81,102.5,8,3,25,9,3.106060606,Donor
No,No,No,Yes,Yes,1,4,Yes,8,928,371,458,10,77,275,30,25,35,7,9.482758621,No Donor
No,No,No,Yes,Yes,1,4,No,8,1045,388,384,5,32,40,20,20,37,17,20,Donor
Yes,No,No,No,Yes,1,5,No,8,2246,542,640,1,45,42,6,6,31,14,3.818181818,Donor
No,Yes,No,No,No,1,1,Yes,0,330,205,246,36,67,162,10,10,30,5,7.043478261,No Donor
No,No,No,Yes,Yes,1,4,No,4,1028,487,539,2,62,87,15,15,36,5,8.7,No Donor
No,No,Yes,No,Yes,1,4,Yes,1,342,190,230,39,83,384,12,10,30,1,7.111111111,No Donor
No,No,Yes,No,Yes,1,5,Yes,8,675,380,414,11,12,15,15,15,34,5,15,No Donor
No,No,No,Yes,No,1,1,No,8,2499,454,486,4,47,52,10,10,34,12,7.428571429,No Donor
No,No,Yes,No,Yes,1,6,Yes,8,1215,488,507,8,17,25,25,25,37,5,25,Donor
Yes,No,No,No,Yes,1,4,No,8,1312,383,445,9,37,37,10,7,31,11,6.166666667,No Donor
No,No,No,Yes,Yes,1,4,No,8,2215,472,520,7,50,54,6,6,30,7,4.5,Donor
No,No,Yes,No,Yes,1,3,Yes,1,437,250,302,24,70,510,50,50,33,3,22.17391304,No Donor
No,No,Yes,No,No,1,2,Yes,4,703,274,388,27,38,130,30,30,29,1,13,Donor
No,Yes,No,No,No,1,2,No,3,414,263,291,22,61,166,20,10,28,25,11.85714286,No Donor
Yes,No,No,No,Yes,1,5,Yes,8,573,278,319,22,20,32,12,12,31,3,10.66666667,No Donor
No,Yes,No,No,Yes,1,4,Yes,8,628,243,282,24,21,25,10,5,28,1,8.333333333,Donor
No,No,No,Yes,Yes,1,5,Yes,8,3187,462,529,10,26,63,15,10,29,2,10.5,No Donor
No,No,No,Yes,Yes,1,3,No,8,472,300,311,4,13,15,15,15,32,5,15,Donor
Yes,No,No,No,Yes,1,4,No,5,578,309,316,24,83,288,25,25,35,9,19.2,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,1058,353,398,13,44,58,6,4,28,4,3.411764706,Donor
Yes,No,No,No,Yes,1,4,No,8,1538,647,674,7,21,33,8,6,28,3,6.6,Donor
No,No,No,Yes,Yes,1,4,Yes,8,2228,379,397,14,29,35,10,8,28,7,7,Donor
No,No,No,Yes,No,1,2,No,8,2748,411,522,9,69,159,40,13,27,7,13.25,Donor
No,Yes,No,No,Yes,1,4,Yes,8,881,508,514,15,29,36,14,9,35,14,7.2,Donor
No,No,Yes,No,No,1,3,No,8,486,169,199,39,25,35,25,25,37,8,17.5,No Donor
No,No,No,Yes,No,1,5,Yes,8,1709,316,367,19,80,282,21,19,33,8,13.42857143,Donor
No,No,No,Yes,Yes,1,4,Yes,8,717,321,362,9,19,23,11,7,28,6,7.666666667,Donor
Yes,No,No,No,No,1,4,Yes,8,366,208,245,35,27,70,25,15,30,4,17.5,No Donor
No,Yes,No,No,No,1,2,Yes,1,439,260,301,22,96,159,11,10,18,3,7.571428571,Donor
No,No,No,No,No,1,1,Yes,8,564,308,358,8,50,63,10,10,31,12,6.3,No Donor
No,No,No,Yes,Yes,1,4,No,8,2805,557,630,3,22,24.03,15,15,36,6,12.015,No Donor
Yes,No,No,No,Yes,1,4,Yes,4,592,243,299,19,57,186,50,25,31,4,18.6,No Donor
No,No,No,Yes,Yes,1,5,No,4,644,331,364,17,93,289,20,20,34,2,16.05555556,No Donor
Yes,No,No,No,Yes,1,2,Yes,5,954,332,386,11,53,122,10,5,29,2,6.1,Donor
Yes,No,No,No,Yes,1,4,Yes,3,462,252,296,23,69,235,40,20,36,11,23.5,No Donor
No,No,Yes,No,Yes,1,4,Yes,0,427,152,157,48,61,100,7,3,29,5,4.761904762,No Donor
No,No,No,Yes,No,1,2,Yes,8,324,204,245,36,34,45,7,7,28,6,3.75,Donor
No,Yes,No,No,Yes,1,2,Yes,8,723,494,511,17,30,41,7,3,31,7,3.727272727,Donor
Yes,No,No,No,Yes,1,4,No,8,1707,469,523,5,83,214,17,17,34,3,10.7,Donor
No,Yes,No,No,Yes,1,1,No,1,414,218,258,18,46,143,20,20,34,6,14.3,No Donor
No,No,Yes,No,Yes,1,2,No,8,292,260,307,10,40,48,6,6,34,3,4.363636364,No Donor
No,No,No,Yes,Yes,1,6,Yes,9,5359,1109,1051,1,54,246,100,50,37,10,30.75,Donor
No,No,Yes,No,Yes,4,5,No,8,1050,538,618,2,21,30,20,20,34,2,15,Donor
No,No,Yes,No,Yes,1,1,Yes,9,1333,740,767,0,62,218,20,17,29,8,12.82352941,No Donor
No,No,No,Yes,No,1,2,Yes,1,1038,254,304,33,58,101,10,6,33,4,5.611111111,Donor
Yes,No,No,No,Yes,1,4,Yes,8,1169,443,505,10,54,98,10,10,28,2,7,No Donor
No,No,Yes,No,Yes,1,7,No,8,533,249,307,19,43,111,20,10,28,8,7.4,No Donor
No,Yes,No,No,Yes,1,3,Yes,9,2923,1167,1096,1,71,159,13,5,28,3,6.625,No Donor
No,No,Yes,No,Yes,1,6,No,9,4967,1500,1217,2,47,89,27,27,37,26,22.25,Donor
No,Yes,No,No,Yes,2,5,No,8,605,466,473,6,44,101,6,6,31,3,4.590909091,Donor
Yes,No,No,No,Yes,2,2,No,8,388,194,211,32,25,35,10,6,32,1,7,No Donor
Yes,No,No,No,No,1,1,No,8,606,224,238,32,21,30,10,10,31,5,10,Donor
No,No,Yes,No,No,1,2,No,8,0,0,0,0,24,40,20,20,31,5,13.33333333,No Donor
No,No,No,Yes,Yes,1,7,Yes,8,1295,531,614,2,26,51,20,20,31,1,10.2,No Donor
No,No,No,Yes,No,1,2,Yes,8,486,304,375,19,31,40,20,1,24,3,6.666666667,No Donor
No,No,No,Yes,Yes,1,3,Yes,1,664,326,355,19,68,194,12,10,30,7,8.434782609,Donor
Yes,No,No,No,Yes,1,7,No,3,589,268,300,21,49,83,15,15,29,5,11.85714286,Donor
No,Yes,No,No,Yes,1,2,Yes,1,613,223,316,11,76,175,12,10,36,12,7.291666667,No Donor
No,No,Yes,No,Yes,1,5,Yes,8,1138,647,663,6,29,47,10,10,29,1,7.833333333,Donor
No,No,No,Yes,Yes,1,3,No,8,994,207,270,28,23,32,11,10,28,2,8,No Donor
No,Yes,No,No,Yes,1,2,No,8,729,403,440,11,80,296,21,20,37,7,12.86956522,No Donor
No,Yes,No,No,Yes,1,6,Yes,9,1369,685,743,1,55,152,30,20,31,8,19,No Donor
No,No,No,Yes,No,1,2,No,4,651,330,361,11,70,92,5,5,28,8,4.842105263,Donor
Yes,No,No,No,Yes,1,5,No,5,570,309,345,16,50,94,15,15,29,1,9.4,No Donor
No,Yes,No,No,Yes,1,4,Yes,1,553,188,226,40,74,279,12,5,28,7,7.75,Donor
No,No,No,Yes,Yes,1,4,Yes,4,979,353,439,6,52,91,18,18,36,3,10.11111111,No Donor
No,No,No,Yes,Yes,1,4,No,8,684,243,307,20,15,15,15,15,37,5,15,Donor
No,No,No,Yes,No,1,5,No,7,2756,488,521,12,49,157,25,21,31,11,17.44444444,No Donor
No,Yes,No,No,No,1,2,Yes,8,563,331,374,13,37,68,10,10,28,14,8.5,No Donor
No,No,No,Yes,Yes,1,6,No,7,1891,534,525,9,90,331,25,25,23,11,19.47058824,Donor
No,Yes,No,No,Yes,1,4,Yes,8,362,168,227,45,33,44,7,7,28,6,4.888888889,No Donor
No,Yes,No,No,Yes,1,1,No,8,287,173,221,44,19,20,15,15,28,14,10,Donor
Yes,No,No,No,Yes,1,4,No,8,841,349,392,10,21,32,8,8,31,1,6.4,No Donor
No,No,Yes,No,Yes,1,4,No,2,537,248,307,29,75,266,11,8,19,3,7.823529412,Donor
No,No,Yes,No,Yes,1,1,No,5,512,363,385,10,78,164,15,10,30,0,9.647058824,No Donor
No,No,No,Yes,Yes,1,6,Yes,5,2375,416,454,17,47,90,20,19,32,9,12.85714286,Donor
No,No,No,Yes,Yes,1,2,No,8,868,325,378,12,71,137,5,5,31,7,3.113636364,No Donor
No,No,Yes,No,No,1,1,No,6,428,329,333,20,77,202,20,5,32,3,9.181818182,No Donor
Yes,No,No,No,Yes,1,4,No,3,1063,269,323,27,53,118,50,50,37,15,23.6,No Donor
No,No,No,Yes,Yes,1,4,Yes,4,1844,355,453,15,81,129,13,10,31,7,8.0625,No Donor
No,No,No,Yes,Yes,1,5,Yes,3,563,414,430,9,60,80,7,5,30,7,5.333333333,Donor
No,No,Yes,No,Yes,1,2,Yes,8,699,328,375,17,66,73,5,4,28,10,4.5625,No Donor
No,No,No,Yes,Yes,1,4,No,8,1239,348,452,6,18,25,25,25,37,5,25,No Donor
Yes,No,No,No,Yes,1,4,Yes,8,245,91,130,64,34,50,10,10,35,4,6.25,Donor
No,No,Yes,No,No,1,2,No,7,3002,824,884,2,30,31,16,16,37,11,10.33333333,No Donor
No,No,No,Yes,No,1,1,Yes,8,3131,595,649,6,72,137,6,3,30,6,2.914893617,No Donor
No,Yes,No,No,Yes,1,4,Yes,8,414,211,257,34,33,47,6,4,37,6,4.272727273,No Donor
No,No,Yes,No,Yes,1,4,Yes,7,776,347,411,18,157,946,27,19,17,5,10.62921348,Donor
No,No,No,Yes,Yes,2,3,Yes,8,566,344,368,9,34,51,20,8,37,8,10.2,No Donor
No,No,Yes,No,Yes,1,5,Yes,4,420,141,253,54,75,172,20,20,32,12,10.75,Donor
No,No,No,Yes,Yes,1,4,Yes,8,1955,466,543,5,37,48,10,10,32,10,8,Donor
No,No,No,Yes,Yes,1,4,Yes,8,503,228,289,29,33,88,20,20,30,7,11,No Donor
No,Yes,No,No,Yes,2,3,Yes,8,1084,527,577,5,24,41,16,15,29,8,13.66666667,Donor
No,No,Yes,No,Yes,1,1,Yes,7,1137,461,468,6,68,119,10,10,29,4,4.576923077,Donor
No,No,Yes,No,Yes,1,3,Yes,7,1330,496,550,0,50,86,7,5,28,3,5.375,Donor
Yes,No,No,No,Yes,1,3,Yes,8,810,352,364,13,18,30,10,10,29,5,10,Donor
No,No,Yes,No,No,1,1,No,8,304,197,259,37,24,44,11,10,29,3,8.8,No Donor
No,No,No,Yes,No,1,1,Yes,1,867,259,321,37,38,49,10,10,28,8,7,Donor
